date,low,open,high,close,volume,adj_close,split_coeff,dividend
2018-04-03,221.35,227.8,230.35,225.35,16685759.0,225.2135,1.0,0.0
2018-04-04,214.0,215.01,226.6606,226.24,19729161.0,226.103,1.0,0.0
2018-04-05,218.49,228.6,229.13,221.38,17530973.0,221.2459,1.0,0.0
2018-04-06,213.0735,217.23,221.6,214.25,16574720.0,214.1203,1.0,0.0
2018-04-09,214.6,216.8,221.97,215.41,12488120.0,215.2795,1.0,0.0
2018-04-10,222.41,224.72,229.0,227.91,19118807.0,227.772,1.0,0.0
2018-04-11,224.921,227.31,228.976,226.24,11506057.0,226.103,1.0,0.0
2018-04-12,228.2149,230.0,235.32,234.6,14847950.0,234.4579,1.0,0.0
2018-04-13,229.55,237.17,237.51,231.5,12575892.0,231.3598,1.0,0.0
2018-04-16,227.68,231.772,232.84,231.49,8769776.0,231.3498,1.0,0.0
2018-04-17,231.35,233.6,238.4,237.54,11180638.0,237.3961,1.0,0.0
2018-04-18,232.77,235.5,239.25,236.37,9784058.0,236.2269,1.0,0.0
2018-04-19,226.8,231.7452,233.1,229.04,11799933.0,228.9013,1.0,0.0
2018-04-20,227.45,228.69,232.1,228.71,9654966.0,228.5715,1.0,0.0
2018-04-23,222.83,229.43,231.5,223.88,10687723.0,223.7444,1.0,0.0
2018-04-24,218.56,224.92,228.8,221.2,10364894.0,221.066,1.0,0.0
2018-04-25,210.3,220.0,221.575,216.66,14712343.0,216.5288,1.0,0.0
2018-04-26,220.53,223.2,225.55,225.22,9395574.0,225.0836,1.0,0.0
2018-04-27,224.62,229.5,230.3,226.33,10021245.0,226.1929,1.0,0.0
2018-04-30,224.12,226.99,229.0,224.9,8196067.0,224.7638,1.0,0.0
2018-05-01,222.2,224.57,227.25,227.14,6344727.0,227.0024,1.0,0.0
2018-05-02,225.25,227.0,228.8,226.31,6706185.0,226.1729,1.0,0.0
2018-05-03,225.77,227.6,234.05,232.99,11078640.0,232.8489,1.0,0.0
2018-05-04,231.13,231.83,239.1889,239.06,10016538.0,238.9152,1.0,0.0
2018-05-07,242.89,243.2947,250.99,248.68,17190378.0,248.5294,1.0,0.0
2018-05-08,246.71,248.69,250.51,250.4,12665374.0,250.2484,1.0,0.0
2018-05-09,250.11,251.21,255.87,255.78,14918980.0,255.6251,1.0,0.0
2018-05-10,257.2,257.92,260.5,260.13,24852029.0,259.9725,1.0,0.0
2018-05-11,250.54,252.78,259.79,254.53,30361406.0,254.3759,1.0,0.0
2018-05-14,254.4,256.07,258.49,255.36,13078477.0,255.2054,1.0,0.0
2018-05-15,241.5,252.79,252.9,245.56,24088210.0,245.4113,1.0,0.0
2018-05-16,242.51,244.0,248.52,246.01,13845706.0,245.861,1.0,0.0
2018-05-17,245.43,246.084,251.5,247.71,12994605.0,247.56,1.0,0.0
2018-05-18,245.74,249.81,252.37,245.94,12092942.0,245.7911,1.0,0.0
2018-05-21,240.49,249.88,250.03,244.24,16015620.0,244.0921,1.0,0.0
2018-05-22,240.25,244.78,245.7999,242.7,12956637.0,242.553,1.0,0.0
2018-05-23,240.25,240.28,247.59,247.54,11073926.0,247.54,1.0,0.15
2018-05-24,245.241,247.39,249.4,247.69,10934295.0,247.69,1.0,0.0
2018-05-25,246.76,248.2,249.94,249.28,7302782.0,249.28,1.0,0.0
2018-05-29,246.7,248.55,251.34,248.59,8817083.0,248.59,1.0,0.0
2018-05-30,248.9515,249.95,253.34,252.99,9774864.0,252.99,1.0,0.0
2018-05-31,251.27,251.7,255.2,252.19,12346709.0,252.19,1.0,0.0
2018-06-01,253.65,254.0,257.87,257.62,10549248.0,257.62,1.0,0.0
2018-06-04,257.7,259.0,265.74,264.85,16050641.0,264.85,1.0,0.0
2018-06-05,263.17,264.98,266.59,265.07,9792801.0,265.07,1.0,0.0
2018-06-06,260.77,261.43,265.28,265.15,9283856.0,265.15,1.0,0.0
2018-06-07,259.25,265.0,265.4785,262.9,9236216.0,262.9,1.0,0.0
2018-06-08,259.2,259.96,264.0,262.28,9011443.0,262.28,1.0,0.0
2018-06-11,260.1,261.77,263.45,260.62,6634253.0,260.62,1.0,0.0
2018-06-12,259.66,261.69,263.07,262.58,7978985.0,262.58,1.0,0.0
2018-06-13,262.031,262.64,265.67,262.4,8455159.0,262.4,1.0,0.0
2018-06-14,263.62,264.22,269.2,266.91,10750411.0,266.91,1.0,0.0
2018-06-15,263.3484,264.6,267.48,265.26,10806488.0,265.26,1.0,0.0
2018-06-18,262.38,263.48,265.8,265.09,8906674.0,265.09,1.0,0.0
2018-06-19,255.02,260.92,263.64,260.17,14873324.0,260.17,1.0,0.0
2018-06-20,260.2808,261.832,264.45,262.31,9244494.0,262.31,1.0,0.0
2018-06-21,256.8,263.6,264.34,257.11,8987906.0,257.11,1.0,0.0
2018-06-22,250.3301,257.95,258.49,250.95,10853954.0,250.95,1.0,0.0
2018-06-25,235.54,246.65,246.8,239.12,16645431.0,239.12,1.0,0.0
2018-06-26,239.9101,243.7,245.65,241.99,11972137.0,241.99,1.0,0.0
2018-06-27,235.5,243.75,246.43,235.72,11347303.0,235.72,1.0,0.0
2018-06-28,235.01,235.32,241.34,240.86,8450297.0,240.86,1.0,0.0
2018-06-29,236.85,243.49,244.0,236.9,9807477.0,236.9,1.0,0.0
2018-07-02,233.2649,234.09,242.39,242.24,8939348.0,242.24,1.0,0.0
2018-07-03,236.5,243.64,243.88,236.84,5568325.0,236.84,1.0,0.0
2018-07-05,237.5,239.07,242.93,242.73,7655448.0,242.73,1.0,0.0
2018-07-06,240.88,241.74,247.665,247.33,7408822.0,247.33,1.0,0.0
2018-07-09,246.0707,250.3297,250.72,249.25,7597022.0,249.25,1.0,0.0
2018-07-10,248.12,249.75,254.14,253.25,9000390.0,253.25,1.0,0.0
2018-07-11,247.1,249.5,250.9,247.53,9187660.0,247.53,1.0,0.0
2018-07-12,248.96,249.36,253.17,251.23,8637673.0,251.23,1.0,0.0
2018-07-13,247.62,251.98,251.98,249.32,6179078.0,249.32,1.0,0.0
2018-07-16,247.7,248.2,250.34,248.2,4925926.0,248.2,1.0,0.0
2018-07-17,245.18,246.21,254.3,253.69,9053395.0,253.69,1.0,0.0
