date,low,open,high,close,volume,adj_close,split_coeff,dividend
2018-04-03,1355.33,1391.38,1414.0,1392.05,10231212.0,1392.05,1.0,0.0
2018-04-04,1352.88,1358.24,1415.39,1410.57,6982305.0,1410.57,1.0,0.0
2018-04-05,1427.07,1441.99,1459.56,1451.75,6413459.0,1451.75,1.0,0.0
2018-04-06,1400.26,1429.97,1452.5,1405.23,5882257.0,1405.23,1.0,0.0
2018-04-09,1402.57,1425.03,1438.48,1406.08,4208206.0,1406.08,1.0,0.0
2018-04-10,1415.7,1431.99,1438.38,1436.22,4280144.0,1436.22,1.0,0.0
2018-04-11,1424.89,1439.44,1448.78,1427.05,3582533.0,1427.05,1.0,0.0
2018-04-12,1435.06,1439.5,1452.12,1448.5,3135027.0,1448.5,1.0,0.0
2018-04-13,1424.52,1449.14,1459.78,1430.79,3685267.0,1430.79,1.0,0.0
2018-04-16,1427.48,1445.0,1447.0,1441.5,2808624.0,1441.5,1.0,0.0
2018-04-17,1457.02,1462.3,1507.19,1503.83,5114403.0,1503.83,1.0,0.0
2018-04-18,1504.11,1514.65,1533.8,1527.84,5227509.0,1527.84,1.0,0.0
2018-04-19,1539.06,1543.22,1568.52,1556.91,6523728.0,1556.91,1.0,0.0
2018-04-20,1516.09,1561.2,1561.2,1527.49,5541622.0,1527.49,1.0,0.0
2018-04-23,1503.41,1546.69,1548.0,1517.86,4465424.0,1517.86,1.0,0.0
2018-04-24,1448.45,1535.8,1539.5,1460.09,7494699.0,1460.09,1.0,0.0
2018-04-25,1415.02,1458.0,1469.99,1460.17,6587290.0,1460.17,1.0,0.0
2018-04-26,1478.5,1485.01,1529.42,1517.96,8801101.0,1517.96,1.0,0.0
2018-04-27,1567.39,1634.01,1638.1,1572.62,13053241.0,1572.62,1.0,0.0
2018-04-30,1560.94,1582.5,1596.0,1566.13,5464085.0,1566.13,1.0,0.0
2018-05-01,1552.18,1563.22,1585.0,1582.26,4572071.0,1582.26,1.0,0.0
2018-05-02,1566.36,1580.98,1588.5,1569.68,4360273.0,1569.68,1.0,0.0
2018-05-03,1546.02,1560.01,1574.8,1572.08,4251917.0,1572.08,1.0,0.0
2018-05-04,1562.19,1562.45,1584.9,1580.95,3443567.0,1580.95,1.0,0.0
2018-05-07,1587.83,1589.34,1606.95,1600.14,3801855.0,1600.14,1.0,0.0
2018-05-08,1582.51,1595.0,1596.88,1592.39,3067949.0,1592.39,1.0,0.0
2018-05-09,1592.0,1600.0,1608.0,1608.0,3637302.0,1608.0,1.0,0.0
2018-05-10,1603.44,1608.48,1615.6,1609.08,2817450.0,1609.08,1.0,0.0
2018-05-11,1597.89,1610.99,1611.1,1602.91,2263900.0,1602.91,1.0,0.0
2018-05-14,1600.05,1604.0,1611.18,1601.54,2509483.0,1601.54,1.0,0.0
2018-05-15,1565.22,1587.8,1587.8,1576.12,5077465.0,1576.12,1.0,0.0
2018-05-16,1576.67,1577.5,1594.43,1587.28,2570572.0,1587.28,1.0,0.0
2018-05-17,1573.0,1580.56,1594.04,1581.76,2147606.0,1581.76,1.0,0.0
2018-05-18,1572.1,1581.33,1583.59,1574.37,2642584.0,1574.37,1.0,0.0
2018-05-21,1575.0,1585.0,1592.05,1585.46,2925235.0,1585.46,1.0,0.0
2018-05-22,1575.25,1589.89,1589.89,1581.4,2115639.0,1581.4,1.0,0.0
2018-05-23,1566.34,1571.05,1601.86,1601.86,3361892.0,1601.86,1.0,0.0
2018-05-24,1588.38,1598.03,1608.24,1603.07,3429975.0,1603.07,1.0,0.0
2018-05-25,1600.45,1603.0,1614.12,1610.15,2698400.0,1610.15,1.0,0.0
2018-05-29,1600.15,1600.71,1621.79,1612.87,3846477.0,1612.87,1.0,0.0
2018-05-30,1612.93,1618.1,1626.0,1624.89,2907357.0,1624.89,1.0,0.0
2018-05-31,1621.35,1623.0,1635.0,1629.62,3166330.0,1629.62,1.0,0.0
2018-06-01,1635.09,1637.03,1646.73,1641.54,3313385.0,1641.54,1.0,0.0
