date,low,open,high,close,volume,adj_close,split_coeff,dividend
1995-01-03,46.13,46.5,47.13,46.75,649600.0,14.5624,1.0,0.0
1995-01-04,46.5,47.0,47.13,46.63,613800.0,14.525,1.0,0.0
1995-01-05,46.38,46.5,47.0,46.75,872000.0,14.5624,1.0,0.0
1995-01-06,46.63,46.75,48.25,47.63,1042100.0,14.8365,1.0,0.0
1995-01-09,47.38,47.5,48.0,47.63,589300.0,14.8365,1.0,0.0
1995-01-10,47.38,47.88,48.25,47.38,708000.0,14.7587,1.0,0.0
1995-01-11,47.13,47.5,47.88,47.25,753700.0,14.7182,1.0,0.0
1995-01-12,47.25,47.25,49.25,49.13,1268300.0,15.3038,1.0,0.0
1995-01-13,48.63,49.0,49.75,49.38,1338600.0,15.3817,1.0,0.0
1995-01-16,48.38,49.25,49.38,48.75,1249700.0,15.1854,1.0,0.0
1995-01-17,48.63,48.88,49.75,49.63,1407300.0,15.4595,1.0,0.0
1995-01-18,49.13,49.63,49.75,49.25,894800.0,15.3412,1.0,0.0
1995-01-19,48.13,48.5,49.0,48.25,749600.0,15.0297,1.0,0.0
1995-01-20,46.75,47.88,48.0,47.63,1388100.0,14.8365,1.0,0.0
1995-01-23,46.75,46.75,47.63,47.38,732400.0,14.7587,1.0,0.0
1995-01-24,47.38,47.38,48.13,47.75,737100.0,14.8739,1.0,0.0
1995-01-25,46.5,47.5,47.63,46.63,1062500.0,14.525,1.0,0.0
1995-01-26,45.25,46.25,46.25,45.88,1689600.0,14.2914,1.0,0.0
1995-01-27,45.13,45.75,46.0,45.75,1174400.0,14.2509,1.0,0.0
1995-01-30,44.63,45.5,45.63,44.88,1168800.0,13.9799,1.0,0.0
1995-01-31,44.38,44.75,44.88,44.5,1441000.0,13.8616,1.0,0.0
1995-02-01,44.38,44.5,46.5,45.88,1802700.0,14.2914,1.0,0.0
1995-02-02,46.25,46.5,47.0,46.25,1515800.0,14.4067,1.0,0.0
1995-02-03,46.63,47.75,48.25,46.63,2471300.0,14.525,1.0,0.0
1995-02-06,47.13,47.5,47.88,47.13,1672200.0,14.7587,1.0,0.25
1995-02-07,47.13,47.13,47.88,47.75,1168500.0,14.9528,1.0,0.0
1995-02-08,47.63,47.75,48.13,47.88,1091400.0,14.9935,1.0,0.0
1995-02-09,47.5,48.0,48.13,47.63,1451600.0,14.9152,1.0,0.0
1995-02-10,46.63,47.5,47.63,46.75,1355800.0,14.6397,1.0,0.0
1995-02-13,46.25,46.88,47.13,46.25,866000.0,14.4831,1.0,0.0
1995-02-14,45.75,46.38,46.5,45.88,1370400.0,14.3672,1.0,0.0
1995-02-15,45.88,46.0,46.75,46.5,1615700.0,14.5614,1.0,0.0
1995-02-16,46.0,46.63,46.75,46.25,588200.0,14.4831,1.0,0.0
1995-02-17,45.75,46.13,46.38,46.0,1101800.0,14.4048,1.0,0.0
1995-02-21,46.0,46.0,46.5,46.5,708800.0,14.5614,1.0,0.0
1995-02-22,46.0,46.5,46.75,46.25,701600.0,14.4831,1.0,0.0
1995-02-23,46.13,46.25,47.0,47.0,874200.0,14.718,1.0,0.0
1995-02-24,46.13,47.0,47.0,46.5,2429700.0,14.5614,1.0,0.0
1995-02-27,46.13,46.5,46.88,46.25,1195700.0,14.4831,1.0,0.0
1995-02-28,46.0,46.38,46.38,46.13,1248700.0,14.4455,1.0,0.0
1995-03-01,45.88,46.25,46.38,46.13,1266300.0,14.4455,1.0,0.0
1995-03-02,46.13,46.38,46.38,46.13,639900.0,14.4455,1.0,0.0
1995-03-03,46.0,46.38,46.38,46.25,621300.0,14.4831,1.0,0.0
1995-03-06,45.75,45.88,46.13,45.88,1157900.0,14.3672,1.0,0.0
1995-03-07,45.5,45.88,46.13,45.5,861200.0,14.2482,1.0,0.0
1995-03-08,45.5,45.75,45.88,45.5,624000.0,14.2482,1.0,0.0
1995-03-09,45.5,45.75,46.25,46.13,668900.0,14.4455,1.0,0.0
1995-03-10,46.38,46.38,46.88,46.88,748000.0,14.6804,1.0,0.0
1995-03-13,46.63,46.88,47.13,46.75,443600.0,14.6397,1.0,0.0
1995-03-14,47.88,48.0,49.75,48.88,2778500.0,15.3067,1.0,0.0
1995-03-15,48.0,48.5,48.75,48.0,902300.0,15.0311,1.0,0.0
1995-03-16,48.0,48.0,49.38,49.25,1489700.0,15.4225,1.0,0.0
1995-03-17,49.13,49.38,49.88,49.63,1609100.0,15.5415,1.0,0.0
1995-03-20,49.25,49.63,50.13,49.25,1136600.0,15.4225,1.0,0.0
1995-03-21,49.13,49.38,49.75,49.25,701900.0,15.4225,1.0,0.0
1995-03-22,48.63,49.25,49.25,48.63,441400.0,15.2284,1.0,0.0
1995-03-23,48.25,48.63,49.13,49.13,676700.0,15.385,1.0,0.0
1995-03-24,49.0,49.5,50.13,49.75,1344800.0,15.5791,1.0,0.0
1995-03-27,50.75,51.0,51.88,51.63,2151000.0,16.1678,1.0,0.0
1995-03-28,51.13,51.38,51.75,51.63,1043700.0,16.1678,1.0,0.0
1995-03-29,51.63,51.63,53.88,52.5,3072400.0,16.4403,1.0,0.0
1995-03-30,51.75,52.63,53.25,53.13,2089200.0,16.6375,1.0,0.0
1995-03-31,52.0,52.63,54.0,53.75,1906600.0,16.8317,1.0,0.0
1995-04-03,52.63,53.63,53.63,52.88,1630500.0,16.5593,1.0,0.0
1995-04-04,52.63,52.88,53.5,53.5,1750600.0,16.7534,1.0,0.0
1995-04-05,53.0,53.13,54.0,53.25,1082100.0,16.6751,1.0,0.0
1995-04-06,53.13,53.25,53.63,53.38,762400.0,16.7158,1.0,0.0
1995-04-07,53.25,53.38,53.75,53.38,849000.0,16.7158,1.0,0.0
1995-04-10,53.25,53.25,53.88,53.88,672300.0,16.8724,1.0,0.0
1995-04-11,53.5,53.63,54.38,53.88,1264700.0,16.8724,1.0,0.0
1995-04-12,54.0,54.0,56.5,55.88,2472300.0,17.4987,1.0,0.0
